Sample name;Match Score;Polymer;Size (pixels);Size (micrometer2);Major dimension (micrometer);Minor dimension (micrometer);Feret dimension (micrometer);Est Volume (micrometer3);Est Mass (ng)
Inlet_water_Neuilly 3;0,691;polyester;9;5625;115,1;62,2;80,5;139956,656;193,14019
Inlet_water_Neuilly 3;0,715;polyester;21;13125;159,6;104,7;117,8;549612,5;758,46525
Inlet_water_Neuilly 3;0,868;pe;88;55000;290,1;241,4;285,5;5310048;5044,5455
Inlet_water_Neuilly 3;0,719;polyester;21;13125;177,1;94,4;136;495479,938;683,76231
Inlet_water_Neuilly 3;0,714;polyester;19;11875;175;86,4;100;410392,406;566,3415
Inlet_water_Neuilly 3;0,698;polyester;13;8125;128,1;80,8;91,7;262508,594;362,26184
Inlet_water_Neuilly 3;0,695;polyester;21;13125;238,6;70;89,4;367703,813;507,43125
Inlet_water_Neuilly 3;0,704;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,712;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,83;pe;13;8125;136,8;75,6;92,1;245764,953;233,4767
Inlet_water_Neuilly 3;0,694;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Neuilly 3;0,661;polyester;16;10000;136,8;93,1;114,4;372283,031;513,75059
Inlet_water_Neuilly 3;0,713;polyester;14;8750;115,1;96,8;115,1;338660,563;467,35156
Inlet_water_Neuilly 3;0,776;pe;9;5625;95,7;74,8;95,7;168366,156;159,94784
Inlet_water_Neuilly 3;0,728;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,705;polyester;10;6250;136,8;58,2;80,9;145423,063;200,68383
Inlet_water_Neuilly 3;0,697;polyester;31;19375;243,6;101,3;143,5;784820,188;1083,05188
Inlet_water_Neuilly 3;0,765;pe;13;8125;150;69;80;224143,203;212,93605
Inlet_water_Neuilly 3;0,752;polyester;24;15000;170,8;111,8;140,8;671013,75;925,999
Inlet_water_Neuilly 3;0,734;polyester;36;22500;238,6;120,1;177,1;1080621,75;1491,258
Inlet_water_Neuilly 3;0,735;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,691;polyester;5;3125;75;53,1;75;66314,57;91,51411
Inlet_water_Neuilly 3;0,784;pp;36;22500;302,7;94,6;132;851686,125;809,10181
Inlet_water_Neuilly 3;0,751;ps;3;1875;60,4;39,6;42,7;29665,861;30,85249
Inlet_water_Neuilly 3;0,702;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,736;polyester;11;6875;115,1;76;101,3;209071,031;288,51803
Inlet_water_Neuilly 3;0,691;polyester;16;10000;131,1;97,1;131,1;388579,656;536,23994
Inlet_water_Neuilly 3;0,897;pe;12;7500;115,1;82,9;94,3;248811,844;236,37125
Inlet_water_Neuilly 3;0,867;pe;12;7500;125;76,4;100;229183,125;217,72397
Inlet_water_Neuilly 3;0,67;pp;11;6875;136,8;64;69,7;175961,891;167,1638
Inlet_water_Neuilly 3;0,73;polyester;23;14375;159,6;114,7;136,4;659285,75;909,81431
Inlet_water_Neuilly 3;0,817;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 3;0,765;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Neuilly 3;0,746;polyester;28;17500;238,6;93,4;124,5;653709,438;902,119
Inlet_water_Neuilly 3;0,866;pe;10;6250;152,5;52,2;69,1;130475,859;123,95206
Inlet_water_Neuilly 3;0,694;pp;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Neuilly 3;0,729;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,698;polyester;26;16250;203,5;101,7;165;660776,438;911,8715
Inlet_water_Neuilly 3;0,945;pe;19;11875;226,6;66,7;108,7;317001,219;301,15116
Inlet_water_Neuilly 3;0,829;pe;14;8750;152,5;73,1;93,6;255732,672;242,94603
Inlet_water_Neuilly 3;0,666;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 3;0,731;polyester;38;23750;234,9;128,7;168;1223082;1687,85313
Inlet_water_Neuilly 3;0,743;polyester;25;15625;170,8;116,5;136,5;728096,563;1004,77325
Inlet_water_Neuilly 3;0,705;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,725;polyester;16;10000;136,8;93,1;125,6;372283,031;513,75059
Inlet_water_Neuilly 3;0,809;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 3;0,871;pe;20;12500;183,1;86,9;112;434579,156;412,85019
Inlet_water_Neuilly 3;0,723;polyester;6;3750;100;47,7;75;71619,727;98,83522
Inlet_water_Neuilly 3;0,85;pe;9;5625;104,1;68,8;88,2;154861,719;147,11863
Inlet_water_Neuilly 3;0,726;polyester;42;26250;234,9;142,3;190,2;1494125,25;2061,89288
Inlet_water_Neuilly 3;0,672;polyester;11;6875;159,6;54,8;76,1;150800,734;208,10502
Inlet_water_Neuilly 3;0,676;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 3;0,656;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 3;0,695;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 3;0,688;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,681;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,739;pp;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 3;0,574;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 3;0,781;pe;10;6250;115,1;69,1;80,5;172785,984;164,14669
Inlet_water_Neuilly 3;0,652;polyester;26;16250;188,9;109,5;124,1;711974,125;982,52431
Inlet_water_Neuilly 3;0,651;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,665;polyester;8;5000;150;42,4;60;84882,641;117,13805
Inlet_water_Neuilly 3;0,701;polyester;19;11875;150;100,8;130;478791,125;660,73175
Inlet_water_Neuilly 3;0,682;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,734;polyester;97;60625;398,7;193,6;280;4694416,5;6478,2945
Inlet_water_Neuilly 3;0,671;polyester;54;33750;239,3;179,6;210,2;2423941,75;3345,0395
Inlet_water_Neuilly 3;0,8;pe;14;8750;131,1;85;95,7;297506,281;282,63097
Inlet_water_Neuilly 3;0,653;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 3;0,658;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,771;pe;20;12500;150;106,1;135;530516,563;503,99072
Inlet_water_Neuilly 3;0,722;polyester;15;9375;159,6;74,8;94,6;280414,563;386,97209
Inlet_water_Neuilly 3;0,856;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Neuilly 3;0,678;polyester;18;11250;150;95,5;115;429718,344;593,01131
Inlet_water_Neuilly 3;0,703;polyester;76;47500;356,2;169,8;328,8;3226150,5;4452,0875
Inlet_water_Neuilly 3;0,656;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 3;0,722;polyester;56;35000;302,7;147,2;280,4;2060870;2844,0005
Inlet_water_Neuilly 3;0,72;polyester;18;11250;183,1;78,2;112;352009,094;485,77256
Inlet_water_Neuilly 3;0,7;pp;8;5000;150;42,4;70;84882,641;80,63851
Inlet_water_Neuilly 3;0,764;polyester;23;14375;177,1;103,4;123,6;594351,188;820,20463
Inlet_water_Neuilly 3;0,842;pp;59;36875;258,8;181,4;230,8;2675593;2541,81325
Inlet_water_Neuilly 3;0,898;pe;16;10000;177,1;71,9;82,5;287625,5;273,24422
Inlet_water_Neuilly 3;0,718;polyester;66;41250;439,1;119,6;161,9;1973775,125;2723,80975
Inlet_water_Neuilly 3;0,719;polyester;26;16250;188,9;109,5;128;711974,125;982,52431
Inlet_water_Neuilly 3;0,946;pe;35;21875;238,6;116,7;127,4;1021421,063;970,35
Inlet_water_Neuilly 3;0,758;pe;13;8125;131,1;78,9;113,4;256523,266;243,69709
Inlet_water_Neuilly 3;0,671;polyester;16;10000;152,5;83,5;132,9;334018,188;460,94509
Inlet_water_Mery 1;0,919;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Mery 1;0,815;pe;7;4375;104,1;53,5;64,5;93681,797;88,9977
Inlet_water_Mery 1;0,684;polyester;11;6875;128,1;68,3;85,6;187949,953;259,37094
Inlet_water_Mery 1;0,764;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,758;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 1;0,754;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Mery 1;0,919;pe;12;7500;128,1;74,6;91,7;223675,984;212,49219
Inlet_water_Mery 1;0,765;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 1;0,664;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Mery 1;0,831;pe;15;9375;128,1;93,2;109,9;349493,688;332,019
Inlet_water_Mery 1;0,697;polyester;21;13125;185,1;90,3;114,8;474038,594;654,17325
Inlet_water_Mery 1;0,699;polyester;65;40625;313,8;164,8;253,3;2678314,25;3696,07375
Inlet_water_Mery 1;0,652;polyester;14;8750;150;74,3;100;259953,063;358,73522
Inlet_water_Mery 1;0,914;pe;23;14375;207;88,4;97,1;508404,938;482,98469
Inlet_water_Mery 1;0,785;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,759;polyester;125;78125;382,9;259,8;334,7;8117465,5;11202,102
Inlet_water_Mery 1;0,917;pe;11;6875;104,1;84,1;104,1;231336,656;219,76983
Inlet_water_Mery 1;0,769;pe;12;7500;159,6;59,8;76,1;179465,328;170,49206
Inlet_water_Mery 1;0,882;pe;25;15625;207;96,1;155,5;600667,438;570,63406
Inlet_water_Mery 1;0,698;polyester;109;68125;516,6;167,9;290,8;4575675;6314,4315
Inlet_water_Mery 1;0,865;pe;8;5000;100;63,7;75;127323,953;120,95776
Inlet_water_Mery 1;0,696;polyester;158;98750;501,3;250,8;388,1;9907692;13672,615
Inlet_water_Mery 1;0,831;pe;8;5000;115,1;55,3;66,6;110583,039;105,05388
Inlet_water_Mery 1;0,701;polyester;32;20000;220,3;115,6;148,2;924915,125;1276,38288
Inlet_water_Mery 1;0,691;polyester;16;10000;136,8;93,1;125,6;372283,031;513,75059
Inlet_water_Mery 1;0,971;pe;23;14375;159,6;114,7;145,7;659285,75;626,32144
Inlet_water_Mery 1;0,762;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 1;0,884;pe;13;8125;115,1;89,8;101,3;292008,344;277,40794
Inlet_water_Mery 1;0,709;polyester;46;28750;278,7;131,3;151,8;1510483,75;2084,46763
Inlet_water_Mery 1;0,793;pe;6;3750;95,7;49,9;60,4;74829,398;71,08793
Inlet_water_Mery 1;0,714;polyester;79;49375;310;202,8;257,4;4004619;5526,374
Inlet_water_Mery 1;0,791;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Mery 1;0,703;polyester;11;6875;128,1;68,3;79,6;187949,953;259,37094
Inlet_water_Mery 1;0,819;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Mery 1;0,825;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Mery 1;0,722;polyester;123;76875;494,5;197,9;335,6;6086924,5;8399,956
Inlet_water_Mery 1;0,951;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Mery 1;0,68;polyester;20;12500;170,8;93,2;132,2;465981,781;643,05488
Inlet_water_Mery 1;0,806;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Mery 1;0,919;pe;9;5625;115,1;62,2;73,5;139956,656;132,95883
Inlet_water_Mery 1;0,696;polyester;47;29375;233,3;160,3;218,5;1883638,625;2599,42125
Inlet_water_Mery 1;0,755;pe;15;9375;150;79,6;95;298415,531;283,49475
Inlet_water_Mery 1;0,711;polyester;28;17500;228,9;97,4;107,8;681528,813;940,50975
Inlet_water_Mery 1;0,853;pe;9;5625;115,1;62,2;80,5;139956,656;132,95883
Inlet_water_Mery 1;0,694;polyester;16;10000;150;84,9;95;339530,563;468,55219
Inlet_water_Mery 1;0,712;polyester;19;11875;170,8;88,5;110,7;420548,531;580,357
Inlet_water_Mery 1;0,846;pe;5;3125;75;53,1;75;66314,57;62,99884
Inlet_water_Mery 1;0,76;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Mery 1;0,767;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,761;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 1;0,842;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 1;0,897;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Mery 1;0,655;polyester;9;5625;125;57,3;75;128915,516;177,90341
Inlet_water_Mery 1;0,773;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 1;0,856;pe;6;3750;104,1;45,9;56,6;68827,445;65,38607
Inlet_water_Mery 1;0,667;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Mery 1;0,928;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Mery 1;0,655;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Mery 1;0,901;pe;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Mery 1;0,963;pe;75;46875;337,7;176,7;254,8;3313466,75;3147,79325
Inlet_water_Mery 1;0,682;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Mery 1;0,797;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Mery 1;0,764;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,889;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Mery 1;0,721;polyester;152;95000;534,4;226,3;341;8600260;11868,359
Inlet_water_Mery 1;0,79;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 1;0,685;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Mery 1;0,872;pe;9;5625;104,1;68,8;88,2;154861,719;147,11863
Inlet_water_Mery 1;0,807;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,808;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 1;0,877;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Mery 1;0,815;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Mery 1;0,843;pe;8;5000;136,8;46,5;58,5;93070,758;88,41722
Inlet_water_Mery 1;0,82;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 1;0,913;pe;27;16875;221;97,2;117,5;656317,188;623,50131
Inlet_water_Mery 1;0,69;polyester;17;10625;150;90,2;135;383298,156;528,95144
Inlet_water_Mery 1;0,703;polyester;13;8125;115,1;89,8;115,1;292008,344;402,9715
Inlet_water_Mery 1;0,736;polyester;134;83750;580,3;183,8;277,1;6156341,5;8495,751
Inlet_water_Mery 1;0,73;ps;5;3125;80,9;49,2;58,5;61476,977;63,93605
Inlet_water_Mery 1;0,759;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Mery 1;0,656;polyester;10;6250;136,8;58,2;69,7;145423,063;200,68383
Inlet_water_Mery 1;0,666;polyester;34;21250;273,1;99,1;178,6;842072,063;1162,0595
Inlet_water_Mery 1;0,667;polyester;16;10000;170,8;74,6;97,9;298228,344;411,55513
Inlet_water_Mery 1;0,706;polyester;10;6250;152,5;52,2;64,2;130475,859;169,61861
Inlet_water_Mery 1;0,688;polyester;23;14375;170,8;107,2;149,3;616260,875;850,44
Inlet_water_Mery 1;0,715;ps;2;1250;50;31,8;25;15915,494;16,55211
Inlet_water_Mery 1;0,902;pe;21;13125;177,1;94,4;111,3;495479,938;470,70594
Inlet_water_Mery 1;0,81;pe;13;8125;136,8;75,6;92,1;245764,953;233,4767
Inlet_water_Mery 1;0,794;pe;15;9375;128,1;93,2;122;349493,688;332,019
Inlet_water_Mery 2;0,786;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Mery 2;0,75;polyester;200;125000;582,3;273,3;289,7;13665394;18858,244
Inlet_water_Mery 2;0,705;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Mery 2;0,911;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Mery 2;0,7;polyester;22;13750;183,1;95,6;127,8;525840,75;725,66025
Inlet_water_Mery 2;0,693;polyester;17;10625;166,4;81,3;95,7;345476,844;476,75803
Inlet_water_Mery 2;0,808;pe;6;3750;100;47,7;50;71619,727;68,03874
Inlet_water_Mery 2;0,688;polyester;33;20625;192,7;136,3;192,7;1124255,125;1551,47213
Inlet_water_Mery 2;0,811;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 2;0,861;pe;17;10625;185,1;73,1;99,2;310651,156;295,11859
Inlet_water_Mery 2;0,752;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 2;0,694;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Mery 2;0,684;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Mery 2;0,789;pp;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 2;0,932;pe;22;13750;185,1;94,6;110,9;520260,063;494,24706
Inlet_water_Mery 2;0,812;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 2;0,701;polyester;82;51250;302,8;215,5;264,6;4417448,5;6096,079
Inlet_water_Mery 2;0,711;polyester;10;6250;128,1;62,1;73,5;155330,547;214,35616
Inlet_water_Mery 2;0,67;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Mery 2;0,684;polyester;44;27500;244,3;143,3;183,2;1576356,125;2175,3715
Inlet_water_Mery 2;0,841;pe;6;3750;95,7;49,9;60,4;74829,398;71,08793
Inlet_water_Mery 2;0,731;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Mery 2;0,563;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 2;0,695;pp;6;3750;125;38,2;50;57295,781;54,43099
Inlet_water_Mery 2;0,609;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 2;0,845;pe;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Mery 2;0,927;pe;20;12500;192,7;82,6;92,1;412949,531;392,30206
Inlet_water_Mery 2;0,732;polyester;119;74375;504,1;187,8;272,4;5588487,5;7712,1125
Inlet_water_Mery 2;0,816;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 2;0,689;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Mery 2;0,809;abs;7;4375;80,9;68,9;80,9;120494,875;128,92952
Inlet_water_Mery 2;0,763;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Mery 2;0,58;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Mery 2;0,845;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 2;0,771;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Mery 2;0,665;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Mery 2;0,751;polyester;695;434375;901,2;613,7;774,3;106624392;147141,664
Inlet_water_Mery 2;0,769;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 2;0,839;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Mery 2;0,751;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Mery 2;0,778;pe;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Mery 2;0,929;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Mery 2;0,742;polyester;390;243750;810,8;382,8;709;37320608;51502,44
Inlet_water_Mery 2;0,681;polyester;20;12500;220,3;72,3;92,2;361295;498,58709
Inlet_water_Mery 2;0,788;pe;37;23125;228,7;128,7;169,3;1190909;1131,3635
Inlet_water_Mery 2;0,799;polyester;3;1875;75;31,8;25;23873,24;32,94507
Inlet_water_Mery 2;0,889;pe;6;3750;100;47,7;75;71619,727;68,03874
Inlet_water_Mery 3;0,682;polyester;9;5625;131,1;54,6;95,7;122949,039;169,66967
Inlet_water_Mery 3;0,901;pp;6;3750;104,1;45,9;56,6;68827,445;65,38607
Inlet_water_Mery 3;0,703;polyester;25;15625;205,3;96,9;122,1;605715,5;835,88738
Inlet_water_Mery 3;0,698;polyester;16;10000;128,1;99,4;109,9;397646,188;548,75175
Inlet_water_Mery 3;0,706;polyester;99;61875;479,8;164,2;309,5;4063735,75;5607,9555
Inlet_water_Mery 3;0,653;polyester;20;12500;170,8;93,2;110,7;465981,781;643,05488
Inlet_water_Mery 3;0,85;pe;11;6875;115,1;76;101,3;209071,031;198,61748
Inlet_water_Mery 3;0,682;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Mery 3;0,662;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Mery 3;0,684;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Mery 3;0,609;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Mery 3;0,687;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Mery 3;0,773;pe;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Mery 3;0,703;polyester;19;11875;136,8;110,5;136,8;524977,25;724,46863
Inlet_water_Mery 3;0,676;polyester;71;44375;331,7;170,3;235,9;3023572;4172,52925
Inlet_water_Mery 3;0,709;polyester;16;10000;136,8;93,1;114,4;372283,031;513,75059
Inlet_water_Mery 3;0,702;polyester;32;20000;223,4;114;163,6;911873,563;1258,3855
Inlet_water_Mery 3;0,679;polyester;30;18750;211,2;113;127,4;847777,125;1169,93238
Inlet_water_Mery 3;0,8;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Mery 3;0,775;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Mery 3;0,707;polyester;39;24375;217,8;142,5;179;1389156,125;1917,0355
Inlet_water_Mery 3;0,69;polyester;24;15000;177,1;107,9;144,2;647157,375;893,07719
Inlet_water_Mery 3;0,677;polyester;15;9375;136,8;87,3;103,3;327201,906;451,53863
Inlet_water_Mery 3;0,658;polyester;13;8125;136,8;75,6;92,1;245764,953;339,15563
Inlet_water_Mery 3;0,701;pa;10;6250;104,1;76,5;88,2;191187,328;217,95355
Inlet_water_Mery 3;0,687;polyester;5;3125;75;53,1;75;66314,57;91,51411
Inlet_water_Mery 3;0,679;polyester;22;13750;201,8;86,8;138,1;477204,5;658,54219
Inlet_water_Mery 3;0,917;pp;43;26875;405,4;84,4;116,2;907429,313;862,05781
Inlet_water_Mery 3;0,698;polyester;32;20000;211,2;120,6;139;964582,125;1331,12338
Inlet_water_Mery 3;0,659;polyester;51;31875;369,1;109,9;168,5;1401842;1934,542
Inlet_water_Mery 3;0,65;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Mery 3;0,698;polyester;12;7500;115,1;82,9;101,3;248811,844;343,36034
Inlet_water_Mery 3;0,787;ps;5;3125;80,9;49,2;58,5;61476,977;63,93605
Inlet_water_Mery 3;0,682;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Mery 3;0,661;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Mery 3;0,653;polyester;19;11875;159,6;94,7;131,8;449909,625;620,87525
Inlet_water_Mery 3;0,72;polyester;99;61875;445,5;176,8;239,6;4376353,5;6039,368
Inlet_water_Mery 3;0,704;polyester;65;40625;308,9;167,4;217,6;2720684,25;3754,54425
Inlet_water_Mery 3;0,713;polyester;87;54375;442,9;156,3;247,8;3400008,75;4692,012
Outlet_water_Choisy 1;0,821;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Outlet_water_Choisy 1;0,765;pe;1;625;31,8;25;25;6250;5,9375
Outlet_water_Choisy 1;0,856;pe;21;13125;170,8;97,9;115;513744,906;488,05766
Outlet_water_Choisy 1;0,788;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Outlet_water_Choisy 1;0,849;pe;16;10000;150;84,9;120;339530,563;322,55403
Outlet_water_Choisy 1;0,969;pe;76;47500;382,9;157,9;182,2;3000759,75;2850,72175
Outlet_water_Choisy 1;0,847;pe;19;11875;159,6;94,7;103,9;449909,625;427,41413
Outlet_water_Choisy 2;0,589;pp;24;15000;251,4;76;85,7;455841,531;433,04944
Outlet_water_Choisy 3;0,654;pp;2;1250;50;31,8;25;15915,494;15,11972
Outlet_water_Choisy 3;0,696;pp;1;625;31,8;25;25;6250;5,9375
Outlet_water_Choisy 3;0,589;pp;1;625;31,8;25;25;6250;5,9375
Outlet_water_Choisy 3;0,659;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Outlet_water_Choisy 3;0,791;pp;4;2500;80,9;39,3;47,4;39345,266;37,378
Outlet_water_Choisy 3;0,834;pp;6;3750;80,9;59;69,7;88526,844;84,1005
Outlet_water_Choisy 3;0,838;ps;5;3125;80,9;49,2;58,5;61476,977;63,93605
Outlet_water_Choisy 3;0,657;polyester;2;1250;50;31,8;25;15915,494;21,96338
Outlet_water_Choisy 3;0,573;pp;11;6875;128,1;68,3;85,6;187949,953;178,55245
Outlet_water_Choisy 3;0,934;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Outlet_water_Choisy 3;0,764;pp;2;1250;50;31,8;25;15915,494;15,11972
Outlet_water_Neuilly 1;0,812;pp;8;5000;95,7;66,5;78;133030,047;126,37854
Outlet_water_Neuilly 1;0,856;pa;10;6250;115,1;69,1;80,5;172785,984;196,97602
Outlet_water_Neuilly 1;0,904;pe;15;9375;150;79,6;100;298415,531;283,49475
Outlet_water_Neuilly 1;0,653;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Outlet_water_Neuilly 1;0,639;pp;7;4375;95,7;58,2;78;101851,133;96,75858
Outlet_water_Neuilly 1;0,764;pe;2;1250;50;31,8;25;15915,494;15,11972
Outlet_water_Neuilly 1;0,959;pe;13;8125;128,1;80,8;91,7;262508,594;249,38316
Outlet_water_Neuilly 1;0,942;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Outlet_water_Neuilly 1;0,8;pa;3;1875;75;31,8;25;23873,24;27,21549
Outlet_water_Neuilly 1;0,749;polyester;23;14375;159,6;114,7;127,1;659285,75;909,81431
Outlet_water_Neuilly 1;0,778;pe;9;5625;115,1;62,2;80,5;139956,656;132,95883
Outlet_water_Neuilly 1;0,894;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Outlet_water_Neuilly 1;0,791;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Outlet_water_Neuilly 1;0,93;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Outlet_water_Neuilly 1;0,959;pe;18;11250;159,6;89,7;117,8;403797;383,60716
